DESCRIPCION;NOMBRE_FACULTAD;NOMBRE_PROGRAMA;JORNADA;MODALIDAD;NOMBRE_SEDE;TIPO_IDEN_EST;LUG_EXPEDICION;LUGAR_NACIMIENTO;FECHA_NACIMIENTO;SEXO;ESTRATO;NOMBRE_ESTADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;BIOLOGIA;DIURNO;PRESENCIAL;TUNJA;C;DUITAMA;DUITAMA;06/17/1993 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;BIOLOGIA;DIURNO;PRESENCIAL;TUNJA;C;DUITAMA;DUITAMA;12/25/1996 12:00:00 AM;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;BIOLOGIA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TIBASOSA;2/02/1999 0:00;F;5;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;BIOLOGIA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;VILLAPINZÓN;8/02/1998 0:00;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;BIOLOGIA;DIURNO;PRESENCIAL;TUNJA;C;;AQUITANIA;02/25/1997 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;FISICA;DIURNO;PRESENCIAL;TUNJA;C;DUITAMA;DUITAMA;7/12/1997 0:00;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;FISICA;DIURNO;PRESENCIAL;TUNJA;T;TAURAMENA;SAN GIL;12/02/2002 0:00;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;FISICA;DIURNO;PRESENCIAL;TUNJA;C;SAN GIL;SAN GIL;06/14/1999 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;FISICA;DIURNO;PRESENCIAL;TUNJA;C;;TUNJA;02/20/1999 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;FISICA;DIURNO;PRESENCIAL;TUNJA;C;DUITAMA;DUITAMA;11/07/1996 0:00;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;FISICA;DIURNO;PRESENCIAL;TUNJA;T;GARAGOA;GARAGOA;02/29/2000 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;FISICA;DIURNO;PRESENCIAL;TUNJA;C;FUSAGASUGÁ;FUSAGASUGÁ;10/29/1999 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;MATEMATICAS;DIURNO;PRESENCIAL;TUNJA;C;;;7/01/1998 0:00;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;MATEMATICAS;DIURNO;PRESENCIAL;TUNJA;C;SOGAMOSO;SOGAMOSO;2/08/1999 0:00;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;MATEMATICAS;DIURNO;PRESENCIAL;TUNJA;T;;;4/04/2001 0:00;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;MATEMATICAS;DIURNO;PRESENCIAL;TUNJA;C;PAIPA;PAIPA;2/11/1993 0:00;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;MATEMATICAS;DIURNO;PRESENCIAL;TUNJA;T;TUNJA;TUNJA;06/21/2000 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;MATEMATICAS;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;10/24/1996 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;QUIMICA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;10/22/1997 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;QUIMICA;DIURNO;PRESENCIAL;TUNJA;C;;;05/26/1997 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;QUIMICA;DIURNO;PRESENCIAL;TUNJA;C;PAIPA;PAIPA;5/10/1997 0:00;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;QUIMICA;DIURNO;PRESENCIAL;TUNJA;C;;;4/09/2000 0:00;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;QUIMICA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;01/18/2001 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;QUIMICA;DIURNO;PRESENCIAL;TUNJA;C;DUITAMA;DUITAMA;6/07/1992 0:00;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;QUIMICA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;12/04/1997 0:00;F;3;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;QUIMICA;DIURNO;PRESENCIAL;TUNJA;C;SOGAMOSO;SOGAMOSO;3/07/1997 0:00;F;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS;QUIMICA;DIURNO;PRESENCIAL;TUNJA;C;PAIPA;PAIPA;12/04/1999 0:00;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;09/13/1996 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;MIRAFLORES;MIRAFLORES;09/23/1998 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;T;FUSAGASUGÃ;FUSAGASUGÃ;05/13/2001 12:00:00 AM;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;3/02/1995 0:00;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;PAZ DE ARIPORO;PAZ DE ARIPORO;8/01/1995 0:00;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;05/16/1998 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;PAZ DE ARIPORO;PAZ DE ARIPORO;06/19/1992 12:00:00 AM;F;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;T;DUITAMA;DUITAMA;6/02/2001 0:00;F;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;FIRAVITOBA;FIRAVITOBA;02/13/1996 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;05/14/1998 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;PAZ DE ARIPORO;PAZ DE ARIPORO;05/13/1998 12:00:00 AM;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;SOGAMOSO;SOGAMOSO;10/25/1996 12:00:00 AM;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;02/28/2000 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;SOGAMOSO;SOGAMOSO;4/09/1996 0:00;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;FUSAGASUGÃ;FUSAGASUGÃ;06/22/1995 12:00:00 AM;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;SOGAMOSO;SOGAMOSO;11/02/2000 0:00;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;04/30/1999 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;;;07/13/1996 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;;;10/11/1997 0:00;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;INGENIERIA AGRONOMICA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;6/03/2000 0:00;F;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MAESTRIA EN DESARROLLO RURAL;OTRA;PRESENCIAL;TUNJA;C;BOGOTÁ D.C.;BOGOTÁ D.C.;03/19/1997 12:00:00 AM;F;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MAESTRIA EN DESARROLLO RURAL;OTRA;PRESENCIAL;TUNJA;C;;;9/09/1992 0:00;F;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MAESTRIA EN DESARROLLO RURAL;OTRA;PRESENCIAL;TUNJA;C;BOGOTÁ D.C.;BOGOTÁ D.C.;9/04/1989 0:00;F;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MEDICINA VETERINARIA Y ZOOTECNIA;DIURNO;PRESENCIAL;TUNJA;T;;;4/07/2002 0:00;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MEDICINA VETERINARIA Y ZOOTECNIA;DIURNO;PRESENCIAL;TUNJA;C;DUITAMA;DUITAMA;11/17/1998 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MEDICINA VETERINARIA Y ZOOTECNIA;DIURNO;PRESENCIAL;TUNJA;C;SOGAMOSO;SOGAMOSO;10/21/1997 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MEDICINA VETERINARIA Y ZOOTECNIA;DIURNO;PRESENCIAL;TUNJA;T;;;1/01/2001 0:00;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MEDICINA VETERINARIA Y ZOOTECNIA;DIURNO;PRESENCIAL;TUNJA;C;;;01/18/1993 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MEDICINA VETERINARIA Y ZOOTECNIA;DIURNO;PRESENCIAL;TUNJA;C;GARAGOA;GARAGOA;12/13/1995 12:00:00 AM;F;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MEDICINA VETERINARIA Y ZOOTECNIA;DIURNO;PRESENCIAL;TUNJA;C;FUSAGASUGÃ;FUSAGASUGÃ;04/30/1996 12:00:00 AM;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MEDICINA VETERINARIA Y ZOOTECNIA;DIURNO;PRESENCIAL;TUNJA;C;SOGAMOSO;;4/03/1996 0:00;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MEDICINA VETERINARIA Y ZOOTECNIA;DIURNO;PRESENCIAL;TUNJA;C;PAIPA;TUNJA;03/25/2000 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MEDICINA VETERINARIA Y ZOOTECNIA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;;3/02/1996 0:00;F;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MEDICINA VETERINARIA Y ZOOTECNIA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;03/15/1999 12:00:00 AM;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MEDICINA VETERINARIA Y ZOOTECNIA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;BOGOTÁ D.C.;10/25/1998 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MEDICINA VETERINARIA Y ZOOTECNIA;DIURNO;PRESENCIAL;TUNJA;C;PAIPA;TUNJA;06/20/2000 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MEDICINA VETERINARIA Y ZOOTECNIA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;10/20/1991 12:00:00 AM;F;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MEDICINA VETERINARIA Y ZOOTECNIA;DIURNO;PRESENCIAL;TUNJA;C;DUITAMA;DUITAMA;07/26/1999 12:00:00 AM;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MEDICINA VETERINARIA Y ZOOTECNIA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;4/01/2000 0:00;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS AGROPECUARIAS;MEDICINA VETERINARIA Y ZOOTECNIA;DIURNO;PRESENCIAL;TUNJA;C;PAIPA;;04/16/1994 12:00:00 AM;M;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;DOCTORADO EN CIENCIAS DE LA EDUCACION;OTRA;PRESENCIAL;TUNJA;C;TUNJA;;11/04/1978 0:00;F;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;DOCTORADO EN CIENCIAS DE LA EDUCACION;OTRA;PRESENCIAL;TUNJA;C;MIRAFLORES;;03/20/1969 12:00:00 AM;M;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;ESPECIALIZACION EN ARCHIVISTICA;OTRA;PRESENCIAL;TUNJA;C;TUNJA;BOGOTA D.E;03/22/1974 12:00:00 AM;M;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;ESPECIALIZACION EN ARCHIVISTICA;OTRA;PRESENCIAL;TUNJA;C;TUNJA;;6/10/1989 0:00;M;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;ESPECIALIZACION EN GERENCIA EDUCACIONAL;OTRA;PRESENCIAL;TUNJA;C;DUITAMA;CHIQUINQUIRÁ;2/09/1993 0:00;M;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA;DIURNO;PRESENCIAL;TUNJA;C;FIRAVITOBA;SOGAMOSO;9/06/1994 0:00;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;3/04/1994 0:00;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TOCANCIPÁ;02/22/1996 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;08/23/1999 12:00:00 AM;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;09/21/1999 12:00:00 AM;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;DIURNO;PRESENCIAL;TUNJA;C;BOGOTÃ D.C.;SOGAMOSO;08/29/1995 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;DIURNO;PRESENCIAL;TUNJA;C;AGUAZUL;AGUAZUL;05/17/1999 12:00:00 AM;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;DIURNO;PRESENCIAL;TUNJA;C;BOGOTÃ D.C.;BARBOSA;07/28/1989 12:00:00 AM;F;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;DIURNO;PRESENCIAL;TUNJA;C;DUITAMA;TUNJA;07/17/1999 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;DIURNO;PRESENCIAL;TUNJA;C;SOGAMOSO;SOGAMOSO;07/13/1997 12:00:00 AM;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;SABANA DE TORRES;04/26/1992 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;01/28/1999 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;DIURNO;PRESENCIAL;TUNJA;C;BOGOTÃ D.C.;BOGOTÃ D.C.;8/09/2000 0:00;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN ARTES PLASTICAS;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;DUITAMA;07/21/1992 12:00:00 AM;M;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN ARTES PLASTICAS;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;SAN GIL;5/08/1993 0:00;F;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN ARTES PLASTICAS;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;;6/12/1997 0:00;F;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN ARTES PLASTICAS;DIURNO;PRESENCIAL;TUNJA;C;LETICIA;LETICIA;2/09/1997 0:00;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN CIENCIAS SOCIALES;DIURNO;PRESENCIAL;TUNJA;C;AGUAZUL;TUNJA;10/13/1991 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN CIENCIAS SOCIALES;DIURNO;PRESENCIAL;TUNJA;C;BOGOTÃ D.C.;BARBOSA;06/18/1996 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN CIENCIAS SOCIALES;DIURNO;PRESENCIAL;TUNJA;C;SOGAMOSO;SOGAMOSO;7/01/1996 0:00;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN CIENCIAS SOCIALES;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;MONIQUIRÁ;09/27/1995 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA;OTRA;DISTANCIA;COGUA;C;TOCANCIPÃ;;10/05/1980 0:00;F;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA;OTRA;DISTANCIA;SANTA FE DE BOGOTA;C;SOGAMOSO;TIBANÁ;07/26/1986 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA;OTRA;DISTANCIA;YOPAL;C;TUNJA;TRINIDAD;1/10/1991 0:00;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA;OTRA;DISTANCIA;CHIQUINQUIRA;C;SABANA DE TORRES;MONIQUIRÁ;03/27/1995 12:00:00 AM;F;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA;OTRA;DISTANCIA;GARAGOA;C;TUNJA;;7/08/1992 0:00;M;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA;OTRA;DISTANCIA;TUNJA;C;SAN GIL;;11/05/1985 0:00;F;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA;OTRA;DISTANCIA;TUNJA;C;TUNJA;;2/10/1994 0:00;M;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA;OTRA;DISTANCIA;TUNJA;C;BARBOSA;;3/11/1992 0:00;F;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACIÓN BÁSICA PRIMARIA;;DISTANCIA;TUNJA;C;SOGAMOSO;TUNJA;11/18/1993 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACIÓN BÁSICA PRIMARIA;;DISTANCIA;TUNJA;C;MONIQUIRÃ;;2/09/1996 0:00;M;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;TUNJA;C;MONIQUIRÃ;TUNJA;03/26/1996 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;TUNJA;C;BOGOTÃ D.C.;VALLEDUPAR;02/29/1984 12:00:00 AM;M;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;12/01/1995 0:00;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;SOGAMOSO;10/05/1996 0:00;F;2;RETIRADO CON CUPO RESERVADO
